y,x,reconstruction,noise_map
-0.5578814283727072,-0.9948462187334552,1.3133998126504255e-16,0.015327739575189672
-0.5855164610160952,-0.9174485076055584,8.465665643970033e-17,0.011950865103869406
-0.5762112437688995,-0.8892780806895968,8.993959437848791e-17,0.012098811216312427
-0.6123996690833531,-0.9165789562032669,7.871533541387986e-17,0.01245350221648918
-0.7602015782144655,-0.7800680047466221,0.0008895924254948206,0.014256223437083911
-0.747996479633622,-0.7865784770090449,0.0017115937139652354,0.013638022446788483
-0.7052364218219525,-0.7464245896482629,0.002463826766428584,0.012226328522951557
-0.6613519761517325,-0.7882332855263395,0.0052800836240785316,0.01205319784826208
-0.7080521748188521,-0.8669205697429179,0.0037693788506545844,0.015695497686974834
-0.645760000493544,-0.8467182680133891,0.0006872506153604754,0.012388378477806812
-0.6246775436533083,-0.84997903902933,4.255792940019882e-16,0.011728181786930815
-0.5396718056032777,-0.8445992342992652,4.648189057742914e-17,0.010781165068866927
-0.579278535214427,-0.7985387618513285,0.0009084915476295158,0.011704651508433517
-0.5339431005376047,-0.7390051508087354,5.763713772598488e-17,0.011263309035956787
-0.6003434388670236,-0.7272779822219491,3.371955598525789e-16,0.011689781834659988
-0.6452614239703812,-0.7722057205966437,0.004907625930337248,0.012195147351653293
-0.6206715020026058,-0.6896958201847612,1.1005048039228868e-16,0.011385008039123196
-0.5994754397672206,-0.6920475152278751,4.9251965895428214e-17,0.011207448147010059
-0.5155850370112848,-0.689521266744837,5.3659854608269246e-17,0.011053827507135702
-0.5506021482447259,-0.6445223307053658,4.2907875882024267e-17,0.011461126743755155
-0.5035976582997266,-0.5870970903311865,4.358689607192495e-16,0.011697521989053836
-0.5706506479527709,-0.5788409207572138,2.0215294622737984e-16,0.01194856859393984
-0.6202494838552053,-0.6255541349036932,1.0248491891075484e-16,0.01148769601703409
-0.6580257962206588,-0.6069971241547959,4.640069285197448e-17,0.011333341911858225
-0.655895965146442,-0.6299345686247388,7.249100354427881e-17,0.011552933091565121
-0.6531605557615499,-0.7250031976044917,0.0008305650417038728,0.012442886711214142
-0.6973502955034601,-0.6845531549042644,2.871890942561137e-16,0.01156369737600529
-0.7518802558327689,-0.7358751882056646,1.5009355693582497e-15,0.0126784432597419
-0.7637467643928018,-0.6590278593565967,5.630656755474632e-17,0.011667915162472745
-0.7147601060230728,-0.6047783644895889,3.234164003324485e-17,0.01108467864885861
-0.786286894658446,-0.649529167494926,5.417054328676833e-17,0.011551463006050783
-0.8100645780434297,-0.6464229724682607,2.156427709177475e-16,0.011944520872828143
-0.8461907021475772,-0.6915605567051579,1.7601115792932327e-15,0.016864442743724194
-0.8035830429668664,-0.7463677704218274,7.877205414511742e-17,0.013751060531856207
-0.91965003095272,-0.5353227585054641,0.0004898314531396893,0.013915719473218395
-0.8616246562828935,-0.5628125759714825,0.0016746979602210049,0.01268173208452102
-0.8275861088937936,-0.5930614702931085,0.0003021659351185746,0.012221933192877432
-0.7822743770083217,-0.5444369980541391,0.0012537555251462009,0.011497905169279815
-0.786033248975018,-0.5216737770700625,0.0028887718686514065,0.012657929608657121
-0.7899860315840361,-0.49896996920125875,0.004161893777652037,0.011931254577374541
-0.839553897585502,-0.5393400540684052,0.0026829948900771155,0.012050919803645366
-0.8933105246175754,-0.4972354226231322,0.001596537563603308,0.012510296952540646
-0.8469172128345969,-0.41781494735271474,0.0016441796135555917,0.011976512023686289
-0.8112800606679558,-0.45391096126538555,0.004416387520429666,0.012082018033031874
-0.7625242693948742,-0.4044975166443823,0.002396863415143256,0.011868249861377874
-0.7672791470085378,-0.38216370618818973,0.0013659680032038074,0.012385841566120107
-0.7722765365894676,-0.35979589566499426,0.0001966646924164581,0.011672596307866667
-0.8219890604565714,-0.3979645683785817,0.0014704906878845354,0.012053524753780052
-0.8790039232271571,-0.35505175158059504,4.938799211240965e-17,0.011667074079871517
-0.9601954609333159,-0.3829576006096599,7.218497880375721e-17,0.012972430123582264
