2.399311056208236741e-03,-3.002804589546526483e-04,8.614942361516097439e-04,-6.150715308443322708e-04,-6.856267612017848167e-04,5.842557483040973932e-04,4.656602910314077692e-01,-2.023977068842118033e-04,1.016298894705443907e-04,-1.008240281814755135e-04
-3.002804589546526483e-04,3.822398368499170784e-05,-1.079101381345009777e-04,7.747656310062929117e-05,8.609342671131098366e-05,-7.324622171889198113e-05,-5.856569854158538008e-02,2.546930348487732768e-05,-1.270009903423963775e-05,1.268879970416615838e-05
8.614942361516096355e-04,-1.079101381345009641e-04,3.093657549957117047e-04,-2.208690585208585445e-04,-2.462297897781837597e-04,2.098508040623960427e-04,1.672174109608317305e-01,-7.267621203856912350e-05,3.648653930268287037e-05,-3.619613725555982685e-05
-6.150715308443322708e-04,7.747656310062929117e-05,-2.208690585208585716e-04,1.581639097197248811e-04,1.759703430549166788e-04,-1.497833575685939141e-04,-1.196303501366951100e-01,5.202184107893495567e-05,-2.604188462421397977e-05,2.593508326047549458e-05
-6.856267612017848167e-04,8.609342671131097011e-05,-2.462297897781837597e-04,1.759703430549166517e-04,1.960554297868248824e-04,-1.670331275774134211e-04,-1.331820531046047640e-01,5.789206153174499805e-05,-2.903260913301220793e-05,2.883895618246501771e-05
5.842557483040972848e-04,-7.324622171889198113e-05,2.098508040623960427e-04,-1.497833575685939141e-04,-1.670331275774134211e-04,1.424075521597377664e-04,1.133901030683458350e-01,-4.927727683686318271e-05,2.474045137361288447e-05,-2.453846745559732338e-05
4.656602910314077692e-01,-5.856569854158538008e-02,1.672174109608317305e-01,-1.196303501366950961e-01,-1.331820531046047640e-01,1.133901030683458627e-01,9.054025814761227764e+01,-3.936190178364705472e-02,1.971754117887151644e-02,-1.960818285138515166e-02
-2.023977068842117762e-04,2.546930348487732429e-05,-7.267621203856910995e-05,5.202184107893494889e-05,5.789206153174499128e-05,-4.927727683686318271e-05,-3.936190178364704778e-02,1.711481616003954478e-05,-8.570206802752271583e-06,8.529091476010159523e-06
1.016298894705443772e-04,-1.270009903423963605e-05,3.648653930268287037e-05,-2.604188462421397639e-05,-2.903260913301220793e-05,2.474045137361288447e-05,1.971754117887151297e-02,-8.570206802752271583e-06,4.305539806630136063e-06,-4.269745038942025225e-06
-1.008240281814755000e-04,1.268879970416615668e-05,-3.619613725555982685e-05,2.593508326047549119e-05,2.883895618246501771e-05,-2.453846745559731999e-05,-1.960818285138514819e-02,8.529091476010159523e-06,-4.269745038942025225e-06,4.256151883066686116e-06
