galaxies.source.bulge.profile_list.29.centre.centre_0,galaxies.source.bulge.profile_list.29.centre.centre_1,galaxies.source.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.source.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.bulge.profile_list.29.centre.centre_0,galaxies.lens.bulge.profile_list.29.centre.centre_1,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.disk.profile_list.29.centre.centre_0,galaxies.lens.disk.profile_list.29.centre.centre_1,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.point.profile_list.9.centre.centre_0,galaxies.lens.point.profile_list.9.centre.centre_1,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_0,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_1,galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.mass.einstein_radius,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,     log_likelihood,          log_prior,      log_posterior,                weight
                                 -0.07102885649319683,                                  0.08306094541410841,                                         0.7103685660673995,                                       0.036236855296486084,                                -0.0687546735042481,                                0.03852171904172269,                                       0.1779704774975748,                                      -0.1402520695322049,                               0.03567678845435346,                             -0.009180019524881927,                                     0.07247423326842642,                                    -0.28867577299460007,                              -0.01227530048206138,                             -0.011768333279357585,                                     -0.1683413025334865,                                       -0.59333388011582,                      0.4561814156880649,                     0.04738565088752401,                0.3585504755803438,      -0.060231696705369084,        0.09815341000330978,-1801.6231171991103,-3.8657916366337313, -1805.488908835744, 7.393012533564992e-10
                                 -0.07364606254606011,                                  0.07727953030986817,                                           0.67123536308166,                                       -0.10438981036721798,                               -0.07797412786012317,                               0.061302528194981276,                                      0.20272825132325467,                                     -0.19713369835686056,                              0.015821489308494252,                            -0.0038803577902113834,                                     0.11440412796443802,                                     -0.2594393162248903,                              -0.01314034621846108,                             -0.011761748528820393,                                    -0.15982270074691188,                                     -0.5651266738550328,                     0.44897635538481273,                     0.06938714103024593,               0.35733349881017884,      -0.059165080846329265,        0.09751934934404931,-1795.4468762396693,-3.4174760881959405,-1798.8643523278654,1.0867270868281528e-07
                                 -0.07286358238580727,                                  0.07874186880848869,                                         0.7096424133982433,                                       -0.08204843663633751,                               -0.08905787062867612,                                0.04731555138586899,                                      0.21561403901646023,                                      -0.1880862333716577,                               0.01390566440776038,                             -0.004840786705573127,                                    0.033771225222325535,                                     -0.2764188593519155,                             -0.013009660654391852,                             -0.011835190861062966,                                    -0.16036395296577619,                                     -0.6154303807257608,                     0.44898089203272595,                     0.08442431133596283,               0.35926140813342655,       -0.05858547695490026,        0.09936293025870566,-1796.5621132309107, -4.129604462822966,-1800.6917176937336,2.0182952024590747e-08
                                 -0.07119292000365272,                                  0.07984842823771063,                                         0.6353100237313093,                                      -0.031306225281522534,                               -0.06838520755527562,                                0.04991055465387942,                                      0.17353942091797267,                                     -0.14409376369374804,                              0.024031852845410054,                             -0.006344990286243385,                                     0.06473881535157822,                                    -0.33759196703365013,                             -0.013299202044144434,                              -0.01228626978561373,                                     -0.1789065333562203,                                     -0.5871115979527045,                     0.45337222383075626,                     0.04072154103808194,               0.35622966370752185,       -0.06495576195837137,        0.09626806805747809, -1786.810127330578,-3.4833204254239245, -1790.293447756002,0.00010460607542139788
                                 -0.07194017365907397,                                  0.07972303237307554,                                         0.6620870905915961,                                       -0.04934392258908793,                                -0.0712848584501237,                                0.03576665040175797,                                      0.11899092698829912,                                      -0.1797595131549703,                              0.020204472642843863,                           -0.00014840776685298707,                                     0.06859952712291274,                                     -0.2656946201067326,                             -0.011884712597025449,                              -0.01327298480731147,                                    -0.16986742909310154,                                     -0.5965107123880397,                      0.4583195232149534,                      0.0431600026662815,               0.35779222892564466,      -0.060689028220768874,        0.09954874400885158,-1797.8640863037297,-3.5458962545789725,-1801.4099825583087, 1.655325950197885e-09
                                 -0.07253474544727631,                                   0.0775991218048532,                                         0.6553134445187713,                                       -0.09973374307593129,                               -0.08570450434768662,                                0.04449053451714474,                                      0.17054512462256002,                                      -0.1825757709910158,                              0.027636030293473002,                             0.0001553992088992595,                                     0.06144274665252503,                                     -0.2530733782910811,                             -0.013015181084487987,                             -0.012382128921585842,                                    -0.17096582298980148,                                     -0.5950863984163989,                      0.4504764518154353,                     0.04967535725414436,                0.3562701712191632,       -0.06455768433351705,        0.09628191413847115, -1791.684636252378,-3.4648286713017744,-1795.1494649236797,2.9257047888583195e-07
                                 -0.07433364648611568,                                  0.07829876708493017,                                         0.6757838339445267,                                      -0.050674031933186724,                                -0.0893681238181504,                                0.06188278505099565,                                       0.2022749632754926,                                      -0.2300890599202398,                               0.02818496321113098,                             -0.010714558759258155,                                     0.06709744975098218,                                     -0.2616312215247939,                             -0.013911818629986611,                             -0.011739899661775882,                                    -0.11534516836224677,                                     -0.6125083079640191,                      0.4593287953402045,                    0.050652647996895804,                  0.35918131253498,       -0.05977153304343851,         0.0987928652512475,-1795.9548605659052, -3.854406508839029,-1799.8092670747442, 4.089739506057401e-09
                                 -0.07427088105876184,                                  0.07951893593157039,                                         0.7200480877361783,                                        0.06792122041195797,                               -0.07830427579435718,                               0.037140174178395935,                                       0.1168792852609759,                                     -0.16081039713142076,                              0.030757190379222032,                            -0.0014740689490455317,                                    0.051675325177499586,                                    -0.26422747153227594,                              -0.01130703309473309,                             -0.013211744107680862,                                     -0.1514931726797817,                                     -0.6245884348590032,                     0.45394173204802357,                      0.0669554127035771,                0.3586467798616987,       -0.05287312277782375,        0.09954997635980638,-1793.8111274118446,-3.8156175981212908,-1797.6267450099658,1.8114553948043486e-08
                                 -0.07348703190587631,                                   0.0793379060069552,                                         0.6564168911078384,                                       -0.07992127692485344,                               -0.07575281895909425,                                0.03349345544383814,                                      0.14847773432687494,                                     -0.16189192869548816,                               0.04609401585409911,                             0.0024032610026549772,                                      0.0348225451316677,                                     -0.2939497903986862,                             -0.011334541907256732,                             -0.013530107732691934,                                    -0.17663883730331995,                                     -0.5820666714851247,                      0.4557650315376519,                     0.05167235433672303,               0.35852680375108836,       -0.06243747491176679,        0.09716070168691505,-1789.1642510833406,-3.4285140005894195,  -1792.59276508393,1.8886017684302447e-06
                                 -0.07513841977502451,                                  0.07846077190184747,                                          0.725859110709071,                                       0.011617668268612942,                               -0.09088522300339857,                                0.05602987921203492,                                      0.22628559132443274,                                     -0.19495260946232876,                              0.024572892029729274,                             -0.009464342945762066,                                      0.1104075967435811,                                     -0.2393426990380741,                             -0.013580330521587927,                             -0.012339136838086712,                                    -0.15759568970510113,                                     -0.5761711393781207,                      0.4542304911796497,                     0.06092085434303626,               0.35918725556338904,       -0.05907841613753189,        0.09725324959512927,-1789.5547635976618,-3.8550474005988673,-1793.4098109982606, 4.488717065778727e-07
