galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.mass.einstein_radius,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,galaxies.source.pixelization.regularization.inner_coefficient,galaxies.source.pixelization.regularization.outer_coefficient,galaxies.source.pixelization.regularization.signal_scale,galaxies.lens.mass.centre.centre_0,galaxies.lens.mass.centre.centre_1,    log_likelihood,         log_prior,     log_posterior,                weight
                     0.30863345444764645,                     0.09055506271701926,                0.8693507380241174,       0.004263839175924111,         0.0980737903294331,                                        0.0036721334001619107,                                           27.178431120653585,                                    0.054401335260619736,             -0.019416628553447838,               0.06431024792943622, 7475.768801307992,274.99770838164454, 7750.766509689637,3.0547294077302535e-10
                      0.3181480986562754,                      0.1309332113484379,                0.8791369221175793,        0.03349089142522073,        0.09714267907199782,                                        3.952842250455875e-06,                                            32.18375615700155,                                     0.04773031659512807,             -0.012979312913408952,               0.05870271416649049, 7477.558538399789,252984.57739719635,260462.13593559613,3.8955373627840966e-10
                      0.3200909047539409,                     0.13042519646547596,                0.8801491091402294,        0.03283752551925209,        0.09777689481132874,                                        0.0002735587195119047,                                           43.342565059181496,                                     0.03515337862482448,             -0.013467841124242503,               0.05743175100023521, 7477.087493624072,3657.5071405270155,11134.594634151086, 2.432177280266539e-10
                     0.31679521753024137,                      0.1331107677699057,                0.8790829538230228,        0.03362037637697789,        0.09632551150253676,                                         0.003119816303455476,                                           38.298459130379854,                                    0.038071140904985326,             -0.013300965315883238,               0.06234920193238939, 7476.225928033002,322.72199880920266, 7798.947926842205,1.0275951486812496e-10
                      0.3091080400558668,                     0.09359327167887302,                0.8666502507335283,       0.010246525276131227,        0.09991070971917237,                                        0.0015184012893062827,                                            31.78882436816765,                                     0.04564043072996009,             -0.016480609968629933,               0.06780908722729716, 7477.139171433293, 661.1807124115678, 8138.319883844861,1.6373437874713214e-10
                      0.3239890734483884,                     0.13207290251115616,                0.8811072327920889,        0.03404262730200882,        0.09934346014466618,                                        0.0012259375466991745,                                           46.594677146733105,                                    0.030167840568229926,             -0.014385259276739538,               0.05683316222625481, 7477.134574552968, 817.5261407081053, 8294.660715261074,1.6298343871600728e-10
                     0.30656462032577914,                     0.09581725623136175,                0.8670408580816387,       0.010406976394178575,        0.09804235412320587,                                       2.8179285063149358e-05,                                            34.53822996697152,                                     0.04585910542875587,               -0.0164709358759718,               0.06654491399089868, 7477.653941132967,  35489.7433109605, 42967.39725209346, 2.739690579096925e-10
                     0.30939046526112973,                      0.0977003064859421,                0.8689085255810325,       0.012102198798280481,        0.09817466066771352,                                        0.0002935320583097979,                                            33.43365789314614,                                     0.04591426883155446,             -0.017542299359859733,               0.06238182681633458,7476.8151078419605, 3409.325575379001,10886.140683220961, 1.184133988095244e-10
                      0.3156491189244628,                     0.10228293800099329,                0.8726255874575738,       0.013748100157398014,         0.0994246982197562,                                         0.009330135726597941,                                            31.53432822275204,                                     0.04896407432003008,             -0.019878488278127035,               0.05615883252004109, 7477.111301671382,109.45581894335565, 7586.567120614737,1.5923414213904004e-10
                     0.30502987345632687,                     0.10627644022160264,                0.8683417237763655,       0.016583701636880232,        0.09659610467152771,                                       1.3742390752329098e-06,                                           36.824108817292554,                                     0.03676595484372311,             -0.013464731873085944,               0.06200787481008594,  7477.32189285964, 727677.9931400771, 735155.3150329367,1.9655983707825852e-10
                      0.3093673129243611,                      0.0930139614435004,                0.8674383349802752,        0.00784277719955108,        0.09985716916405774,                                         0.005233495753681626,                                            35.55632909075455,                                     0.04103507514781319,              -0.01905241167024267,               0.06680662076664158, 7477.703673729156,193.67452514845058, 7671.378198877607,2.8793874566866885e-10
                     0.31058077087084046,                     0.09161148978619399,                0.8700826834038277,      0.0043953029505938756,        0.09984700595297433,                                          0.00451438353250962,                                           26.675499423511535,                                    0.053940831339631554,              -0.02082301379815029,               0.06304292314683979, 7477.091878841726,224.04652746584932, 7701.138406307575,1.5617120625136326e-10
                     0.32194763227575984,                     0.13000688239663086,                0.8806710230104895,       0.031371966012735404,        0.09948354608885476,                                        0.0003468044654534666,                                            31.37737174349216,                                     0.05039732664108219,             -0.014662919526949106,               0.05909808536155984, 7478.335028719686, 2885.421916595695,10363.756945315381, 5.413698893678605e-10
                      0.3107150273743321,                      0.0952430801752709,                0.8688418690272842,       0.009515539877030908,        0.09936466375754643,                                         0.000194169000727622,                                           36.351291225863285,                                    0.039008717389239334,              -0.01916686702448825,               0.06383153405840557, 7477.103798150085, 5152.682052935835,12629.785851085919,1.5804379683797356e-10
                       0.314319889207815,                     0.10229145302273365,                0.8721802851823797,       0.014356092070761288,        0.09897921958297871,                                        9.054734555740085e-05,                                            38.70606924220403,                                    0.038654031772780206,             -0.019020893702218163,              0.057030070872348196, 7478.785680163631, 11046.26000849559,18525.045688659222, 8.495902745576438e-10
                     0.30769223159140763,                     0.09480500208909969,                0.8672273033023886,       0.009346348370388275,         0.0989361255809796,                                        0.0038358171514954985,                                             35.4468958276115,                                    0.044383345381918904,             -0.017466201387648553,               0.06668115230432901, 7478.043259124577, 263.3394758389032,  7741.38273496348, 4.043711580633512e-10
                     0.30801179225963077,                     0.10785233465420138,                0.8701803127490799,       0.018395828328034474,        0.09610841968761821,                                       0.00035958214285779683,                                            42.85255670269408,                                     0.03472248893761882,             -0.014331692490861329,               0.05697232933494837,7477.3515443650185, 2783.445488290354,10260.797032655373, 2.024754014255288e-10
                      0.3073205486763638,                      0.0930403818789389,                 0.866697880506001,        0.00959195754552186,        0.09810862135791926,                                          0.01560902555903037,                                            41.05946882205913,                                     0.03645713490362355,              -0.01689587962894942,               0.06736691680684406,  7477.67897076039, 66.76997258326149, 7544.448943343652,2.8091294023398823e-10
                     0.31282142410355457,                      0.0997526352402912,                0.8700428318959803,       0.013599116065880839,        0.09945329253765212,                                        0.0005374353331864202,                                            37.09404091429603,                                    0.039969678928702006,             -0.018077042017772233,               0.06173390507524282,  7478.96366366188,1863.1003395314467, 9342.064003193327,1.0150952217294762e-09
                     0.30814996861293914,                     0.09473450031117099,                0.8674960304718421,       0.008969060252698844,         0.0992662089924027,                                         0.000990634238234367,                                            42.65672552678392,                                     0.03527073412498283,             -0.017483872196355506,               0.06595379689135601, 7477.847274693377,1012.0482640499072, 8489.895538743283,3.3240321435777864e-10
                      0.3068696309261981,                     0.09549881503744592,                0.8672502548070391,       0.010105320409603243,        0.09779477811433376,                                         0.002084881668176517,                                             42.0914753346529,                                     0.03161766566700402,             -0.017123707172264434,               0.06524387107965579, 7478.278392488233, 482.3068590057646, 7960.585251493998, 5.115608427322541e-10
                      0.3109677957839645,                     0.09844696786920862,                0.8697645219498756,       0.011906237259111272,        0.09916160101749313,                                        9.091209938668149e-05,                                            42.52650822790114,                                     0.03468007735125677,             -0.018311091304472994,               0.06248813112291969, 7477.892449719227,11002.109920511697,18480.002370230926, 3.477638852849367e-10
                     0.31482881126520607,                     0.10346872393845487,                0.8716292609177402,        0.01516507739138163,        0.09958123789739937,                                        0.0005418858510781949,                                           41.399169823787574,                                     0.03741157104878892,             -0.018635890942301475,               0.05918934909407501, 7476.971656460955,1847.7162928786984, 9324.687949339654,1.3848063559626144e-10
