8.679183445205372279e-05,-2.146840761608393570e-06,2.686544303539289691e-06,1.725725709616340381e-05,-1.854892592318352292e-05,9.268063257893473662e-05,1.850504913844653292e-05,4.351126545122431272e-05,-5.186343010138841999e-06,2.185269284379151119e-05,8.617037659939866447e-07,2.911622061409473516e-05
-2.146840761608395265e-06,7.070949436170738997e-05,1.360926875295158945e-05,-1.239391517693471953e-05,-2.870528720538318787e-05,9.174889681070447743e-05,3.354323086968303826e-05,-2.997830640723614498e-05,-3.631317346304969952e-05,2.182778925917918108e-05,3.831726284095716224e-05,-1.705703159061333057e-05
2.686544303539289691e-06,1.360926875295158945e-05,5.393769804714965344e-06,-2.765205975460879078e-06,-7.041030655374794224e-06,3.510973419324734816e-05,5.268228562464837994e-06,-7.525893747540376203e-06,-3.787149333551984098e-06,3.187175293824225534e-06,7.000614998379422403e-06,-4.185525789857140005e-06
1.725725709616340381e-05,-1.239391517693471953e-05,-2.765205975460878654e-06,1.098309814254281192e-05,8.566502390537927378e-07,5.677611352299982817e-06,-2.027658281852280579e-06,2.035410470479936425e-05,-6.242298346123744388e-07,3.416661913246559063e-06,-5.990516628657125025e-06,8.359493379706195914e-06
-1.854892592318352630e-05,-2.870528720538318787e-05,-7.041030655374794224e-06,8.566502390537924201e-07,2.118938443180768308e-05,-6.347405637151536150e-05,-1.784810132967825603e-05,4.562663736670055698e-06,2.085890945444132373e-05,-1.840409758410227608e-05,-1.665149780872527221e-05,1.822664397310318202e-06
9.268063257893473662e-05,9.174889681070446388e-05,3.510973419324735494e-05,5.677611352299985358e-06,-6.347405637151537505e-05,4.521670560082416196e-04,5.312492069011780839e-05,-5.860453248474975281e-06,-4.620404023553967906e-05,4.954231598455812054e-05,4.686934366023989487e-05,-2.253667289111724182e-05
1.850504913844653292e-05,3.354323086968303826e-05,5.268228562464837994e-06,-2.027658281852281426e-06,-1.784810132967825603e-05,5.312492069011782195e-05,3.975956279415724824e-05,-4.939684653298071347e-06,-3.161028966618553238e-05,2.276032655248016792e-05,1.801913426149147950e-05,-2.058132083898003426e-06
4.351126545122431272e-05,-2.997830640723613820e-05,-7.525893747540376203e-06,2.035410470479936425e-05,4.562663736670055698e-06,-5.860453248474975281e-06,-4.939684653298070500e-06,5.444938784630841416e-05,4.400693697229090614e-06,-2.376806852888747336e-06,-1.410260774381975691e-05,2.208149153484965138e-05
-5.186343010138844541e-06,-3.631317346304969952e-05,-3.787149333551983251e-06,-6.242298346123744388e-07,2.085890945444132034e-05,-4.620404023553967906e-05,-3.161028966618553238e-05,4.400693697229088920e-06,5.166195476838518106e-05,-2.743376656505727677e-05,-1.935031851528677018e-05,8.707387863226023512e-06
2.185269284379150781e-05,2.182778925917918108e-05,3.187175293824225534e-06,3.416661913246559063e-06,-1.840409758410227608e-05,4.954231598455812054e-05,2.276032655248017131e-05,-2.376806852888747336e-06,-2.743376656505727677e-05,3.680629248901398583e-05,1.239101558396514737e-05,2.084649297847182779e-06
8.617037659939857976e-07,3.831726284095716224e-05,7.000614998379422403e-06,-5.990516628657125025e-06,-1.665149780872527221e-05,4.686934366023989487e-05,1.801913426149147950e-05,-1.410260774381975691e-05,-1.935031851528677018e-05,1.239101558396514737e-05,2.190224015512000445e-05,-7.967039790706928446e-06
2.911622061409473516e-05,-1.705703159061333057e-05,-4.185525789857140005e-06,8.359493379706195914e-06,1.822664397310317779e-06,-2.253667289111724182e-05,-2.058132083898003426e-06,2.208149153484965138e-05,8.707387863226021817e-06,2.084649297847183627e-06,-7.967039790706928446e-06,1.972738907315399045e-05
