galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.mass.einstein_radius,galaxies.lens.mass.centre.centre_0,galaxies.lens.mass.centre.centre_1,galaxies.lens.mass.slope,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,    log_likelihood,         log_prior,     log_posterior,                weight
                     0.07782254873146054,                  -0.0015187525205794948,                 0.801462063572757,             -0.006695727065640482,              -0.04425312257443027,      1.5007695558468297,      -0.039143457783429314,     -0.0018213892339739987, 276.4682038499377, 5.631262412800627,282.09946626273836,2.0283832850056802e-10
                     0.12914100480596002,                  -0.0017141897058142138,                0.8530787307987704,               0.00886493642425753,            -0.0025491739685339233,      1.9594860721319853,       -0.05936300720117873,       -0.03723586815457209,283.67870017135465, 4.088068180304546, 287.7667683516592,1.3318131512076696e-08
                     0.13109535150949939,                     0.03002060036178796,                0.8379665676328683,              0.014823272742873643,              0.012120536449273148,      1.8765577372392057,       -0.03464276291609944,      -0.025505295405208527,279.53410550476656, 5.086681814187511,284.62078731895406,2.1109050830057624e-10
                     0.08677311835463287,                    0.006246838035409672,                0.7905746495276427,             -0.012246619389290378,              -0.05383231889689304,      1.5118662081760337,      -0.027876556984661773,       0.004278500681663003, 283.7032164187567, 6.056582158355649,289.75979857711235, 4.984224254847948e-09
                      0.1283907177915765,                   -0.020926360447746553,                0.8509977177288763,              0.007336890350923062,              -0.01352833569879145,      1.9282115088876912,       -0.06691409022842484,       -0.03590280545925516, 284.1426444914796,3.8485230972448754,287.99116758872447,  7.73461607602894e-09
                     0.08354993295735691,                    0.018759635879004363,                0.7911567390310101,             -0.008611506751760574,              -0.04882458359399147,      1.5143871296346043,      -0.019053563111202584,      0.0007695907450195679, 286.4399748838623, 6.075864240446897, 292.5158391243092, 7.694079581052125e-08
                     0.11917648684236952,                   -0.011480352155638356,                 0.853197647740802,              0.009835930754623419,            -0.0013440275998730005,      1.9865758073487592,       -0.06623006288714466,       -0.04921305324957761,288.58774181356785, 3.520842795790683, 292.1085846093585, 3.182187953652203e-08
                     0.11726263875222306,                    -0.01345788150975383,                0.8514829733230771,               0.00997822202996876,            -0.0024996203693737565,      1.9145289435673871,       -0.06109810873988284,       -0.03707413400390535,285.05391928299287, 4.057800763454896, 289.1117200464478, 9.289796537581626e-10
                     0.13723782313972036,                   -0.016810255439213415,                0.8532130396692426,              0.004113074800913784,             -0.011929991921016663,      1.9510286578608915,       -0.06576548383715428,       -0.03333576748852753,283.84093481469426, 3.914493223574992,287.75542803826926,2.7619368284548286e-10
                     0.10808908702724762,                   -0.026897993759277088,                0.8506507535950727,             0.0009571889289128514,              -0.01661210167772377,      1.9249364036596803,       -0.07082725174904754,       -0.04575827643472977, 298.1607171669475,3.4811840520055073,  301.641901218953,0.00045731579206323533
                     0.10400114484679468,                   -0.023792895391281273,                0.8473826777603988,              0.007489748218916799,              -0.00659247581038301,      1.9021315211173415,       -0.06747050387032355,       -0.04238255896025266,292.29217072581014, 3.693890388410108,295.98606111422026,1.2964059621566035e-06
                     0.10925100285644142,                    -0.02690372836059379,                0.8485184338946349,              0.006936127991268625,             -0.006149167293648058,       1.917856065272666,       -0.07050363277652046,       -0.04281352168040179,294.06198837239754,  3.53629554046222,297.59828391285976,7.6096215336600945e-06
                     0.10773666642951149,                    -0.01594480552473247,                0.8500792445616258,              0.009507906232078513,             -0.004617229670936097,      1.9314942448792336,       -0.06356147051252325,       -0.04643416106316606, 292.1964697541662,3.7392030628145796,295.93567281698074,1.1780903966047922e-06
                     0.11298528098334422,                   -0.025381711543586528,                0.8507627334329805,              0.006093004379492203,             -0.013313252524781572,      1.9211360817183996,       -0.06927568766708901,      -0.042076735638076644,  291.299898721325, 3.627757624986593, 294.9276563463116, 4.806210230953727e-07
                      0.1260429305237876,                   -0.013209555793718766,                0.8513599236607376,              0.004397193567522431,             -0.010630116329365868,      1.9621544590355746,        -0.0645222740628929,        -0.0418295543610175, 297.3156559238141, 3.790394688700625,301.10605061251476,3.5835703280141315e-05
                     0.11609589775647863,                    -0.02224940590135859,                0.8516052289716548,             0.0028906549392947057,             -0.013319065617968032,       1.933834136457921,       -0.06848448951845092,       -0.04212077282544673, 294.8483535475225,3.6493729235905654, 298.4977264711131,3.0393458716677084e-06
                     0.10110299671892896,                   -0.029303388373755186,                0.8501764295301308,              0.008813526659636745,             -0.004543613857645914,       1.930162826435042,        -0.0723823089760446,       -0.04873988688060336,290.55772998619614,3.3009292806358217,  293.858659266832, 4.162804239196112e-08
                     0.11912780137058307,                   -0.021130492598028877,                0.8525479823066219,              0.007410686024100985,             -0.004427174499179959,      1.9524154152662219,       -0.06919641288430721,      -0.043125218960555316, 290.0354343026156,3.5631730362256766, 293.5986073388413,2.4691976493598043e-08
                     0.10198601989699162,                   -0.025550580957007133,                0.8493680723620483,              0.005244165582725257,              -0.01012093844266837,       1.931353511528369,       -0.07052032952672174,      -0.050230068483037675,288.14667911609286,3.3445756974689704,291.49125481356185, 3.734907923820113e-09
                     0.10124574782880369,                    -0.02126910226705087,                0.8516289356216298,           -0.00011732191313337029,             -0.014475054733763726,      1.9288517964028942,       -0.07155101924591321,       -0.04911395151620015,295.82947499661896,3.3528527011521834,299.18232769777114, 2.646655164019742e-06
                     0.12220311648204993,                   -0.021865879886402585,                0.8526136669086812,              0.009765919781089516,             -0.006758247868730584,      1.9671732655296916,        -0.0668697419308864,       -0.04633655995970508,292.16287065077813,  3.57798926056305, 295.7408599113412, 6.765678015629526e-08
                     0.10658032244885464,                   -0.030675137829945163,                0.8510008287669166,              0.011492276346749883,              -0.00265023066305935,       1.949413969433268,       -0.07335078788812548,       -0.05233098146895772, 289.7179755607085,3.1395067962829115, 292.8574823569914, 5.868226645808488e-09
                     0.11414553408747909,                     -0.0215830196599967,                0.8498140885374733,              0.009464357212753058,             -0.002029647228692646,      1.9425473934592963,       -0.06824866563184279,      -0.044850157605686544, 296.9910855770195, 3.571580733941768, 300.5626663109612, 8.456261906042994e-06
                     0.12209709860081414,                   -0.024383416316627837,                0.8518236276595859,              0.010070092850959084,             -0.005400491207954087,       1.953961155205094,        -0.0687351377574774,       -0.04448030664385669,298.10830957768667,3.5486320701246283, 301.6569416478113,2.5845363458540622e-05
                     0.10905666101634993,                    -0.01863560525280064,                0.8516263613814632,              0.010337911700048606,             -0.004699964883571462,      1.9675958023779667,       -0.06596689957367341,       -0.05253871628924352,299.50294245548866,3.4527323600213276,   302.95567481551,  3.88369348718212e-05
                     0.10955266686323596,                     -0.0239235001276477,                0.8505687319302477,              0.003063018466659325,             -0.008528627310521574,      1.9363432483488958,       -0.07244959397994664,      -0.043987632729663925,301.48565121292813,3.4175993074759146, 304.9032505204041,0.00028204890586560873
