y,x,reconstruction,noise_map
-0.6662161267322108,-1.1069460844648003,3.22272603852807e-24,0.016582124601124803
-0.6963494396102707,-1.02508649129403,9.289744253127683e-25,0.012545690631397382
-0.6858623882533694,-0.9948116687089654,1.711970436266606e-24,0.0125222441831193
-0.7258431515053854,-1.0237932178329598,1.227973653360448e-24,0.013180893479188526
-0.8859820301716494,-0.8823658860531336,0.0007004000674707756,0.015961657110623813
-0.8735640599500467,-0.8877223020392481,0.0016876819029745032,0.014917273718200957
-0.8277069710373973,-0.8455349774106693,0.002700866796536067,0.013226877198447085
-0.7801921979920226,-0.8892556802688063,0.006359077556604901,0.013350548182163711
-0.8348704180139137,-0.969936996438898,0.004470548182474967,0.01742597017678116
-0.7614689097133817,-0.9481424774725593,0.000663677392481509,0.013379061783746315
-0.7381027926050285,-0.950744029005292,4.0175189796984065e-24,0.012781075647899548
-0.6444813937987022,-0.9495999503294051,1.4845416552839807e-24,0.011616815273734846
-0.6841368559061465,-0.8970523691878918,0.000603423841292833,0.012517066027758393
-0.6324915872875662,-0.8318749981692027,6.485513606687038e-25,0.011437187865809696
-0.7057054519101819,-0.8211098920814089,2.3994866621417996e-24,0.012400669453829142
-0.7609755614127169,-0.8759574447433335,0.0055723416883385534,0.01282885305455412
-0.7304742950476389,-0.777331081182529,1.6202559069836422e-24,0.01215938396064301
-0.7069470251957957,-0.7789403574168772,8.01184261982185e-25,0.012028019292050938
-0.6157630593476974,-0.784571331104334,1.3253293228726812e-24,0.011884291106731603
-0.651012601850677,-0.7341414566195478,6.500000492845472e-25,0.012278463141556352
-0.5939237856443058,-0.6670202973853867,3.2319649766280514e-24,0.01211188859712094
-0.6708983515009287,-0.6633367557778052,2.4600271561512855e-24,0.012853473482062276
-0.7310701411606655,-0.719704262817105,1.5030611980006758e-24,0.01236816011601436
-0.7762622155017826,-0.6972106372785578,8.719055754125553e-25,0.012556050741767863
-0.7763667397137959,-0.7201778857009463,1.3078501683007504e-24,0.012772261752587524
-0.7623762615938305,-0.8179248975670366,0.0002537093897031842,0.013201070627506742
