galaxies.lens.bulge.profile_list.29.centre.centre_0,galaxies.lens.bulge.profile_list.29.centre.centre_1,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.disk.profile_list.29.centre.centre_0,galaxies.lens.disk.profile_list.29.centre.centre_1,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.point.profile_list.9.centre.centre_0,galaxies.lens.point.profile_list.9.centre.centre_1,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_0,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_1,    log_likelihood,         log_prior,     log_posterior,                weight
                                0.06416349606979474,                               0.059458946867036316,                                      -0.1599019986920476,                                     -0.20797047015150363,                              -0.03168675095185404,                             -0.025026598605359468,                                     0.03971319360769269,                                    -0.17275594388679755,                              0.022090135891043028,                              0.009547744961556498,                                    -0.31770050281206075,                                    -0.06889131567594133, 7825.085604946746,0.5713468811144019,  7825.65695182786,1.4458955705012364e-10
                              -0.024948746977592348,                              -0.022988634915015016,                                      0.04933511841043897,                                     -0.18134550038796496,                                0.0588638017776035,                               0.05340607475537493,                                    -0.14566156943440228,                                    -0.19815738925667825,                               0.01618529643375921,                               0.00832451922407293,                                     -0.3372200078729896,                                     -0.0755865929387762, 7832.361882771322,0.5196095895004418, 7832.881492360822,1.7104240841060352e-08
                               -0.03261290831863131,                              -0.022079389250570666,                                     0.048700865923002934,                                     -0.16647015276204652,                               0.06843370302931748,                               0.05148764498294553,                                    -0.15383554416226475,                                    -0.17589035651873033,                              0.016299725151546055,                              0.009935437757594492,                                    -0.33159111177353123,                                    -0.02920633090839575, 7828.870814407865,0.6292868197782644,7829.5001012276425, 5.211372020170661e-10
                               -0.01913623307032375,                              -0.015215396847194265,                                     0.053710341638913514,                                     -0.18448129776608319,                              0.057295728680800545,                               0.04664623650826602,                                    -0.15151575033788964,                                    -0.18591958766189617,                               0.01536284211396835,                              0.007874635349117767,                                    -0.32911750896040604,                                    -0.06441243429873443, 7827.875050933591, 0.565864549449102, 7828.440915483041,1.9252959389168307e-10
                                0.05975213330607532,                                0.05223347408812429,                                     -0.15648603071472578,                                     -0.17380392157360758,                              -0.02869282530114324,                             -0.024388691955758907,                                    0.042587707531923404,                                    -0.16407255318075883,                              0.017011798888794116,                              0.008154890301440745,                                    -0.31940915511702467,                                    -0.10216017483304428, 7832.348989490531,0.6270893044494342,  7832.97607879498,1.6885126646985764e-08
                               -0.03330532219563949,                               -0.02135640727565881,                                      0.03827931385769134,                                     -0.17127358579106622,                               0.06987137320357334,                               0.04805584740849053,                                    -0.14427741540394312,                                    -0.17337506892467094,                               0.01954098411727072,                              0.010952768683869324,                                    -0.30912479541094817,                                    -0.03184722867588411,   7831.3642223957,0.7250942317059107, 7832.089316627406, 9.920335215674418e-10
                              -0.029424057358759845,                              -0.021922492925888673,                                     0.028448088308394983,                                        -0.17606861476069,                               0.06815412310770641,                              0.052893070636607836,                                    -0.14279285968006708,                                    -0.18539400063103487,                              0.016310725086240693,                              0.009401513092655717,                                    -0.31105379918791015,                                   -0.027827220363443993, 7832.001908693152,0.6925842985474993, 7832.694492991699, 1.877024700508878e-09
                              -0.021510229451425722,                               -0.01557434693579697,                                      0.03335358539216639,                                      -0.1616652802916874,                               0.06318336174997982,                               0.04858769104456853,                                    -0.15592619493170914,                                     -0.1741257214636533,                               0.01805201568314066,                              0.009169396461230314,                                     -0.3067325316132159,                                    -0.05828896624790858, 7830.852816516164,0.7188936767286469, 7831.571710192893, 5.948748332203844e-10
                              -0.028236047006262754,                              -0.022733036510705976,                                      0.02862194716481921,                                     -0.16012477978852696,                               0.06615213444268772,                               0.04975369793784107,                                    -0.13644713335059774,                                    -0.18665541651561735,                              0.014927269334768331,                              0.009408465401015836,                                    -0.31577679566275024,                                    -0.09633167398613153,7830.0715409005525,0.6658454401701739, 7830.737386340723, 2.723465683133024e-10
                              -0.027707229614287385,                                 -0.020790198951969,                                      0.03931828300749499,                                     -0.17452540737355754,                               0.07060908006510702,                              0.059318285970473394,                                     -0.1541972935301778,                                    -0.20799526468502644,                              0.022471962285254124,                              0.011468998441920203,                                    -0.33703333854130874,                                    -0.05481185794873282, 7831.413858337005,0.5173582737644339, 7831.931216610769,1.0425165615453326e-09
