y,x,reconstruction,noise_map
-0.6393478302063558,-1.095800635386896,0.004528915017535263,0.026717249645597203
-0.7194440173690613,-0.9959730592406411,0.002357375334300413,0.025412804489582618
-0.8149302997327427,-0.8252417533487832,0.0008778187183166132,0.02381674233039445
-0.7488389991027437,-0.9294304806941498,0.0032550077234717004,0.022330602481862263
-0.6317873072339177,-0.8383086905688664,0.002565308436567912,0.020379109562494398
-0.6700601284647484,-0.8211697087914748,0.002271901507754598,0.021842711623316212
-0.6180802081503443,-0.7113177082446054,0.00834601062958298,0.02188813937227602
-0.5260309687748747,-0.5247854431202719,0.005497745750847163,0.028011723939691188
-0.7444098464942244,-0.5906183650570531,0.0059096318544714175,0.023614851966595195
-0.7968749128575462,-0.6894517486893422,0.005237187316047708,0.020133257068194566
-0.7952789096130041,-0.6021657215876177,0.005347395910244212,0.022158492944675697
-1.0511974655919492,-0.6781819618727986,0.0011973153466700488,0.02601302213806307
-1.096917701758203,-0.5635763197843037,0.0018187988642071416,0.025616202426772226
-0.9650161510995361,-0.5339413600132125,0.004850673824685402,0.023447478785089515
-1.0940247156592686,-0.5196410730725249,8.336919830212309e-35,0.022732929444029708
-0.8922620303112422,-0.4425534584900551,0.013962784558730037,0.022159368656266543
-0.9410445332850512,-0.30092981766369487,0.014597810337844264,0.02167148500165186
-1.2007779033191541,-0.3824136590601751,0.0006049052333389289,0.025123528852716612
-1.2254276215952329,-0.2490639056178385,0.0051840912429281455,0.02437991934807405
-1.1111633558971743,-0.21038380337249868,0.011657087501455846,0.02083878542395302
-1.229212314091984,-0.11495840999247592,0.008384111029089352,0.022907787421509902
-1.2151336655537879,-0.009088999852662483,0.01102456978771422,0.021762278551046482
-1.1169219390621232,-0.11922764950843223,0.012006122432656348,0.020776536511727572
-0.9931517127414189,0.015504053607993007,0.01585969440450594,0.021981228756361142
-0.8878123132939821,-0.07994868825456616,0.02178497955702374,0.022462839937695767
-0.909293832795211,-0.1436886627773757,0.020054074147047223,0.021631379100348534
-1.0497736510691116,-0.2671526021690479,0.012009576987132136,0.020857918686771972
-0.7673855308525546,-0.24446812219666414,0.02375883813091229,0.025135319754950047
-0.6607730299882537,-0.23119901816728067,0.029694998584766787,0.02664605577738373
-0.7513099934930184,-0.202554397530026,0.020348936733111136,0.02417295348202122
-0.7619900713288721,-0.04849128473473266,0.026957646591505756,0.025998356757547397
-0.6058015624127239,-0.034054098768343324,0.051811150350653305,0.026670022178129964
-0.4495763329211542,-0.1045404815515252,0.06502029020253568,0.02893384164585588
-0.3765387539052387,-0.06422743869591624,0.08122056016766248,0.04198994490394817
-0.35486754601798687,-0.10503378286631421,0.0696327042322146,0.03480139394574987
-0.5405878345509323,-0.14620419718361372,0.07040040148455239,0.03068067148036839
-0.43086231927233165,-0.2193337150856175,0.0380429528878276,0.03173085310460547
-0.4185668425357818,-0.2802592491867567,0.04693546343017912,0.03313989804295426
-0.515352776447165,-0.362136863788804,0.026237174832736385,0.027407544551537093
-0.5821131007652777,-0.26598307338602756,0.03935994255918995,0.030628323230173955
-0.8013237161588737,-0.35377035117224676,0.029739717848531893,0.027613468767439975
-0.713716742233084,-0.383578211165707,0.018136833388073488,0.024865991641127905
-0.7294501364885138,-0.4429805234015321,0.016433121354499505,0.024597597370132455
-0.8763990630747752,-0.5968376060259846,0.0051783972146333245,0.023115009782739913
-0.6236181331147099,-0.5319593198962926,0.011055486415351583,0.02516885624358849
-0.5651060509560145,-0.4485039233149377,0.007600392987138782,0.027735273676436828
-0.5437454053000912,-0.5030279609042271,0.0030389472732230386,0.026518940821056106
-0.3941672621972182,-0.355910251776405,0.02857370413582864,0.033824115989225544
-0.31806410519520867,-0.3400709850348219,0.018705041322356234,0.030740744083738353
-0.2662399512656378,-0.31643384338214564,0.022487889111835257,0.036198452658813385
-0.2059160529450434,-0.23403102468531356,0.041293945738927904,0.048647498622270705
-0.24469809840167067,-0.2653205975297933,0.03385785176646365,0.038129542409051906
-0.13498395980703776,-0.11824341187087106,0.04310383575156873,0.04082977069399431
-0.09852933205375924,-0.09389121285253932,0.008736687413644088,0.043889692396982496
-0.2294349942490691,-0.1939811211588266,0.05452079688951971,0.044027168197171444
-0.337300192246359,-0.29592149457663486,0.04851846654540579,0.034214202847672265
-0.3062887274480023,-0.1890122415575678,0.0599830784829143,0.03531135865175861
-0.15824787253171502,-0.11813276790586869,0.09493182471213453,0.042472174737543555
-0.2032511010960264,-0.12623466122461274,0.10182027421921913,0.036566020005528256
-0.2691732206976638,-0.059157000260816106,0.09796880721151771,0.04749516322958293
-0.022851231492401314,-0.03468787026825283,0.12494610783427977,0.07797258097064336
0.024346754058373943,-0.03343637694738902,0.2525176585545241,0.09328791907065712
0.07894864120968526,-0.02542196386686367,0.24256544233225344,0.10168777306146978
0.1981530503815352,0.009670776260280928,0.2242233652454051,0.10686963470731951
0.05163654200495704,0.015221994556119278,0.14231663935196465,0.14617745664830809
-0.03601553411363434,-0.04875540871493622,0.15425305883572865,0.05470301231540445
0.01249132375370754,0.006455678542994614,0.1178006628012551,0.1431789702735449
-0.007109995111683642,0.17150875473230243,2.1688226602742325e-35,0.1431155709230458
0.1537471280347779,0.16634271799121858,0.098394690009443,0.09386842796755894
0.2637076023729511,0.11594084798827495,0.1270539848505835,0.12621318534099532
0.343248606130325,0.09205345935138468,0.15627731121474708,0.07791793787634316
0.25807141992900506,0.17066852734994417,0.3541043101222519,0.1693800407030728
0.18165051263814988,0.38871023296871393,0.08490286611346258,0.07737522487804345
0.13224435673144563,0.42313515275726177,0.053778741073074315,0.0680061229849298
0.477825021008536,0.3179516742525752,5.955500140074362e-35,0.036557512000486195
0.012695751714011036,0.583126545571393,0.03762354393987868,0.035184232301421994
-0.1344149348092724,0.5259985255140709,0.16300472540656283,0.27824893628149067
-0.06293413972945786,0.37714884523771325,0.3616815566929005,0.4989789130290624
0.06619076211141928,0.404174650001139,0.29875195547499556,0.1434437727801109
0.09980263646653154,0.32016652897033404,0.8805348964078141,0.5364324119303763
0.002401568860202763,0.2530247615555149,0.29121386539434346,0.2842645331603413
-0.11596948276860296,0.28420672476580777,0.06394855646333657,0.0786090332707815
-0.11599409775777411,-0.03153047019944977,0.04344407992538643,0.08217337750957081
-0.08869582723826869,0.0741965775146769,0.12104770961257942,0.08045434668411254
-0.0629262105219186,0.03651549278140864,0.11930896086050895,0.136999067625319
-0.08868841749221407,-0.03348218937625114,0.09514769328733431,0.053706523162108694
-0.11662005849438001,-0.03248993744087847,0.0420559763450492,0.06908473082436663
-0.18827506482754702,-0.22355578063267956,0.03799107974201586,0.04150873564634152
-0.17730429874668902,-0.2693894244123053,0.023918221972774423,0.0336773444834323
-0.14800665062946788,-0.21385547481583533,0.03116951629179126,0.03922479406722712
-0.1155133059520555,-0.07511753851538772,0.014410219760711435,0.0445407059766969
-0.10018918815257075,-0.3870673611759572,0.034588576450346346,0.033202496413715685
-0.13296830558549205,-0.38360151150270727,0.03993481004678987,0.03145281263561917
-0.09701770703581791,-0.45396664361094696,0.023663730568656418,0.028270404957600734
-0.07589414999380246,-0.7541139016235174,0.005985631926223297,0.026526604133888968
-0.1507437897458495,-0.7621959325145002,0.013467860792014417,0.02519865736250916
-0.22113796547117437,-0.6305733310948134,0.002666102024300335,0.02593748795938995
-0.2603013686434478,-0.7211127206381032,0.0006248669487052464,0.024165695140536507
-0.25418342962608365,-0.61889735807892,3.91115289942308e-35,0.026419193173245127
-0.1835716287147166,-0.5399292065378049,0.011338649511816411,0.026640137031409324
