galaxies.source.bulge.profile_list.29.centre.centre_0,galaxies.source.bulge.profile_list.29.centre.centre_1,galaxies.source.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.source.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.bulge.profile_list.29.centre.centre_0,galaxies.lens.bulge.profile_list.29.centre.centre_1,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.disk.profile_list.29.centre.centre_0,galaxies.lens.disk.profile_list.29.centre.centre_1,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.point.profile_list.9.centre.centre_0,galaxies.lens.point.profile_list.9.centre.centre_1,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_0,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_1,galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.mass.einstein_radius,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,    log_likelihood,          log_prior,     log_posterior,                weight
                                  0.09998662235816572,                                  0.09993524048867444,                                        -0.3111480669217375,                                       -0.05366270667418555,                               0.029665680065525113,                               0.001901113074249186,                                      -0.0354892438298657,                                    -0.050698384220711094,                             -0.018327978801872688,                               0.08051399207565527,                                     0.08679665687018452,                                     -0.5133633343712493,                             -0.034085066475685794,                              -0.05598449746364953,                                      0.3924957499418272,                                     -0.6375838452906164,                     0.34757179333520877,                     0.16573191417877786,                0.9439770986660011,        0.08847958977619015,          0.099220995460778, 275.2617564882712, -4.125273883018776, 271.1364826052524, 8.608300200811227e-10
                                    0.099496667144748,                                  0.09981735132591335,                                       -0.31810711337008807,                                       -0.06765538724570569,                               0.027468119836563526,                             -0.0005888126278359718,                                     -0.04143110682594189,                                    -0.048678862905959984,                             -0.010384016185337464,                               0.08093960641940973,                                     0.11519816105736817,                                     -0.5621649616664439,                             -0.020823158444921747,                              -0.05060404118580898,                                     0.34103347136601164,                                     -0.6593895989754254,                     0.34819715146916475,                     0.16727631952448543,                0.9464827070864245,        0.08918038942268956,        0.09876366268809578, 275.3688677281916, -4.451317533281269,270.91755019491035,1.4853102816491195e-10
                                  0.09986114758560374,                                  0.09999968459045422,                                        -0.3095868996237318,                                       -0.02708489528000187,                               0.029662686823903522,                            -0.00046030167212586515,                                     -0.04228140297582536,                                     -0.05366381051625165,                             -0.011975629941257518,                               0.07970489433275138,                                     0.08911270119302411,                                     -0.5475242043356314,                             -0.023399840690546472,                             -0.052281058585794536,                                     0.34228586223124635,                                     -0.6397887062785063,                      0.3469985213506186,                     0.16688314968391713,                0.9437892503374805,        0.08899092174982236,        0.09961549090791173,278.94230320243696, -4.179626851094619,274.76267635134235, 7.228739152294539e-10
                                  0.09988919817619776,                                  0.09997078930822934,                                       -0.32519550153024246,                                       -0.06603280334033344,                               0.028602024263784498,                              0.0016328821911018726,                                     -0.03131185338116031,                                    -0.055728163650529246,                             -0.020242350345300406,                               0.08372168362372631,                                     0.09096706004804274,                                     -0.5497944926454356,                             -0.024558776605346513,                              -0.05358679400427962,                                       0.375376477727779,                                     -0.6315733511347114,                     0.34993454141443264,                      0.1664380467079238,                0.9457657038451206,        0.08943072267288163,        0.09984569876127736, 277.0783984969985, -4.398807149308237,272.67959134769023,1.1209313748472216e-10
                                  0.09990403705527953,                                   0.0999185443010066,                                       -0.31257922269033483,                                        -0.0480000731143587,                                0.02755734251202871,                             -0.0010656631874515488,                                     -0.03167873384330747,                                     -0.05759162636427336,                             -0.014531890594835506,                               0.07957826384778621,                                     0.09046559981775075,                                      -0.536761822779297,                              -0.01549436715713233,                             -0.052603636372822594,                                     0.37237162482257696,                                     -0.6433148918043514,                      0.3472640503827465,                     0.16802419066721394,                0.9447548579539287,        0.08987426137976932,        0.09876540752260461, 282.3414683142764, -4.280140099311212, 278.0613282149652,1.0778860662166235e-08
                                  0.09982418101633125,                                  0.09999395784154466,                                        -0.3080401102553871,                                       -0.06359123907765314,                               0.029908433941735812,                               -0.00131425784005898,                                     -0.03584169253979987,                                     -0.03727934802424041,                             -0.015714806665070663,                               0.08434975516932885,                                     0.08603425167173008,                                     -0.5598584120120108,                             -0.035594477395319846,                              -0.04672029623330513,                                     0.37429161016624996,                                      -0.639290393863729,                     0.34918796368880856,                     0.16676067246192502,                0.9452342361342707,        0.08932913637572235,        0.09990788329803836, 279.8750970559104, -4.430125077689764, 275.4449719782206, 9.150428461250088e-10
                                  0.09992718113524743,                                  0.09999780891961166,                                       -0.32001155260247743,                                       -0.05035895570206457,                                0.02766446013645321,                              0.0031339467510305974,                                     -0.04277836079971695,                                      -0.0464899078237865,                             -0.015175649754994067,                               0.07844189357493714,                                     0.12046826121950345,                                     -0.5695492864238277,                              -0.02592835174962453,                              -0.05669227752431114,                                      0.3767428290741102,                                     -0.6352610511582196,                      0.3472218607935384,                     0.16699088073402196,                0.9468225971014741,        0.08866233777965682,        0.09705125292258508,  284.248942065944, -4.327162590840793, 279.9217794751032, 7.260694813547835e-08
                                  0.09991992141368408,                                  0.09995254650977209,                                       -0.32452926127476994,                                      -0.057675397847750325,                                0.02797081147252581,                              0.0007584382751238267,                                       -0.044238377269287,                                    -0.045689151914798436,                             -0.015349214152121815,                               0.08051320002967058,                                     0.10018588655008048,                                      -0.541215664522088,                             -0.023300785521227094,                              -0.04956585027056792,                                     0.37449789048310983,                                     -0.6420382423731277,                     0.34591540433402296,                      0.1664496246757694,                0.9472359126217033,        0.08791379255707919,         0.0959240120264847,282.60973268995076, -4.067032137613438,278.54270055233735,1.4095438657849347e-08
                                  0.09991099638243242,                                  0.09995626889098339,                                       -0.32461025388406756,                                      -0.054304238168753974,                                0.02867579638499479,                             0.00013234669299691526,                                     -0.03841515144521709,                                     -0.04946025283580195,                              -0.01869910877685145,                               0.07930789220438214,                                     0.11879801776849044,                                     -0.5581923079407362,                             -0.012191157319350637,                              -0.04752336771756208,                                      0.4134548542754582,                                     -0.6198532930377831,                     0.34768180801580195,                     0.16648168489694423,                  0.94448589369518,        0.08843908978517227,        0.09951041902882793,280.57789877201685,-4.4660755547670075, 276.1118232172498, 5.647010118619912e-10
                                  0.09998339976782983,                                  0.09998010341425584,                                        -0.3174094604687096,                                       -0.04547574740374496,                               0.026833779394949964,                             -0.0010841092757257892,                                     -0.03697400391778413,                                    -0.045119010183207124,                             -0.008747963040965395,                               0.07902964216072794,                                      0.0844993458648184,                                     -0.5496115521167652,                             -0.026281899731358013,                              -0.05335562080675865,                                      0.3909986424560923,                                     -0.6331312548017589,                      0.3438980794427327,                     0.16523708112465657,                0.9434246276390389,         0.0879907037855935,         0.0962562017538926, 285.0087384295002, -4.079405687032775,280.92933274246747, 4.743596930576262e-08
