galaxies.lens.bulge.profile_list.29.centre.centre_0,galaxies.lens.bulge.profile_list.29.centre.centre_1,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.bulge.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.disk.profile_list.29.centre.centre_0,galaxies.lens.disk.profile_list.29.centre.centre_1,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_0,galaxies.lens.disk.profile_list.29.ell_comps.ell_comps_1,galaxies.lens.point.profile_list.9.centre.centre_0,galaxies.lens.point.profile_list.9.centre.centre_1,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_0,galaxies.lens.point.profile_list.9.ell_comps.ell_comps_1,     log_likelihood,          log_prior,      log_posterior,                weight
                                0.01978612922081749,                               -0.01053945033432993,                                      0.11750053346068565,                                       -0.236786858054641,                               -0.0924578340533184,                               0.05438911253830678,                                     0.23546714358593607,                                    -0.23366646064438562,                              -0.01280852654904134,                             -0.012177307101327015,                                    -0.15027716963354906,                                     -0.6472994157184909,-1978.4032706603198, -1.737415346407879,-1980.1406860067277,2.9636304760957473e-10
                               0.012670680197289452,                               -0.01617511173111985,                                      0.08381756047119429,                                      -0.2519860585497158,                             -0.025008367699535225,                               0.08210049396054889,                                     0.13154534653603983,                                    -0.23472739509424992,                             -0.015437761218187268,                             -0.009157600848416408,                                    -0.10902680595573087,                                      -0.568880094868615,-1974.8856118011377,-0.9426150616985256,-1975.8282268628361, 1.242071037849656e-10
                               0.023874113158014326,                              -0.006846909688938169,                                      0.10369838492264292,                                     -0.23609763571979747,                              -0.07578133631906779,                               0.05319507515797253,                                     0.15483941946139643,                                     -0.1645703797452349,                             -0.014329613312136877,                              -0.01200901250590905,                                    -0.15144586793478534,                                     -0.5725168678971341,-1965.2022837751178,-0.8861185459958909,-1966.0884023211138,1.3614058329975773e-07
                               0.020634375208102546,                               -0.01085080114992261,                                      0.13330643525284855,                                     -0.30088928177294344,                             -0.050479346057532105,                              0.060931735442169094,                                     0.22207544642895835,                                    -0.08601113398321786,                             -0.014880419737959588,                             -0.011174294490550768,                                    -0.17774116220631772,                                     -0.5836299748581201,-1955.7224912042652,-1.2692892885445657,-1956.9917804928098, 0.0017824165669616452
                               0.019714122678741758,                              -0.010455011857462018,                                      0.13636398695106997,                                     -0.22145897779830354,                             -0.059236750532300875,                               0.05941698234499698,                                     0.26883904320612634,                                    -0.11167846217789716,                             -0.014490890397943254,                               -0.0101385529272887,                                    -0.16825257994240755,                                     -0.5786277506732769, -1970.059109063553, -1.148558607549323,-1971.2076676711024,1.0585105348169678e-09
                               0.023871428866607758,                              -0.012396736302054984,                                      0.09527999531974052,                                     -0.25581343159545594,                                -0.070769608097321,                                0.0498266474427807,                                     0.22306553411717006,                                    -0.15836490491472874,                             -0.012852813344995814,                             -0.010511686824271255,                                    -0.15935947212715904,                                      -0.566264359371376,-1956.2752632074803,-1.0369058331369079,-1957.3121690406172, 0.0010255182168482928
                                0.01128937478249295,                              -0.003936364745219675,                                      0.07153399893012961,                                     -0.23629197902487178,                              -0.09788113007422976,                              0.057600868018434975,                                      0.2724470091196485,                                    -0.14569802379556596,                             -0.014647392484911051,                             -0.012757799527869623,                                    -0.17622276273010945,                                     -0.6458523765114631,-1971.7002972537407,-1.6434548478981004,-1973.3437521016388,2.0508609219956012e-10
                               0.005354811995846018,                              -0.003930045756465633,                                      0.06233037992982288,                                     -0.23278157551070103,                               -0.0759354602879666,                               0.07030900134113469,                                     0.24240381941434908,                                     -0.0730313575247687,                             -0.011854597526892774,                             -0.011501168728554431,                                    -0.15396743045466932,                                     -0.6056490191821141,-1961.6690719253397,-1.1328780671466943,-1962.8019499924865, 4.660601995439802e-06
                               0.005512023790959025,                              -0.005167145598750519,                                      0.09517957459787421,                                     -0.24771698721243648,                              -0.08283731435212002,                               0.08515697664295582,                                      0.2429014059509324,                                    -0.18852572118786512,                             -0.011435738335409396,                              -0.01279137487083011,                                    -0.14268064610171494,                                      -0.599243199142593, -1966.995871846209,-1.3091771957141933,-1968.3050490419232,2.2648643974871562e-08
                                0.02008153341780816,                              -0.008787412143409307,                                      0.08861152490652247,                                       -0.253101901121483,                              -0.05668523407639222,                               0.07024130263392492,                                     0.26951615954827485,                                    -0.16095240872029778,                             -0.015101833034505713,                             -0.010724294661993858,                                    -0.16660387513341987,                                     -0.5734191105709594, -1964.039139672433, -1.212551996704817, -1965.251691669138, 4.356469446126993e-07
