1.666427601551823602e-07,8.140356733445090281e-08,7.488248474762920106e-08,2.426880427372505381e-08,7.475285810338084319e-08,-5.061834264406860173e-09,4.804538863351997765e-04,-1.834638235324593374e-07,-5.771207766676629258e-08,-8.737452403455294258e-08
8.140356733445091604e-08,5.220084513120053203e-08,3.555020306774041363e-08,2.444381534001086790e-08,3.587349103140909410e-08,-5.317807902100874990e-09,7.443690627479619248e-05,-2.234377508280399789e-08,-2.267081608839169562e-08,-4.414843086372634281e-08
7.488248474762920106e-08,3.555020306774042025e-08,3.564131356784344173e-08,8.954208760709409631e-09,3.201012422099229876e-08,-1.987085330676303376e-09,2.557838764062935529e-04,-9.830914881572143923e-08,-2.810759426794936583e-08,-4.269845389499740391e-08
2.426880427372505712e-08,2.444381534001087121e-08,8.954208760709409631e-09,1.923459606223849546e-08,1.051525310920620735e-08,-1.549030443079520082e-09,-1.552770411206497972e-04,6.156528009114665348e-08,-2.946937944843313594e-10,-1.395276895320971148e-08
7.475285810338084319e-08,3.587349103140909410e-08,3.201012422099229876e-08,1.051525310920620404e-08,3.545658026634038770e-08,-1.795953703572441617e-09,2.054347866125397790e-04,-7.752648156884746178e-08,-2.522160271226922248e-08,-3.527855076480976163e-08
-5.061834264406858518e-09,-5.317807902100874990e-09,-1.987085330676303376e-09,-1.549030443079519668e-09,-1.795953703572442651e-09,1.624261891612223971e-06,-8.762478759090309901e-06,2.189685546910304990e-09,-1.191734499493570009e-09,1.384136038430106818e-09
4.804538863351997765e-04,7.443690627479617892e-05,2.557838764062935529e-04,-1.552770411206497972e-04,2.054347866125397790e-04,-8.762478759090255691e-06,5.723647387214696636e+01,-2.575500193684654784e-02,-2.944321701927238083e-04,-2.808290640565002478e-04
-1.834638235324593639e-07,-2.234377508280399127e-08,-9.830914881572145247e-08,6.156528009114665348e-08,-7.752648156884746178e-08,2.189685546910304990e-09,-2.575500193684654784e-02,1.215478960070540950e-05,1.112731856941917176e-07,1.126224401988764097e-07
-5.771207766676628596e-08,-2.267081608839169562e-08,-2.810759426794936914e-08,-2.946937944843304288e-10,-2.522160271226922248e-08,-1.191734499493567527e-09,-2.944321701927238083e-04,1.112731856941916911e-07,2.629593216837327296e-08,3.186717859592718511e-08
-8.737452403455294258e-08,-4.414843086372634281e-08,-4.269845389499740391e-08,-1.395276895320971148e-08,-3.527855076480976163e-08,1.384136038430105991e-09,-2.808290640565002478e-04,1.126224401988763833e-07,3.186717859592718511e-08,5.520425145393132884e-08
